player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
Jack Clark,Jack Clark,La Salle,La Salle,2020-21,202.99999999999997,0.503,0.48,0.22699999999999998,0.652,0.5670000000000001,0.261,0.45299999999999996,0.25,0.512,0.27899999999999997,0.966,0.12300000000000001,0.84
Anwar Gill,Anwar Gill,La Salle,La Salle,2020-21,133,0.434,0.406,0.586,0.397,0.226,0.293,0.359,0.35700000000000004,0.12,0.375,0.667,0.21100000000000002,0.679
Ayinde Hikim,Ayinde Hikim,La Salle,La Salle,2020-21,43,0.45599999999999996,0.419,0.628,0.444,0.16699999999999998,0.233,0,NA,0.14,0.667,0.5,0.256,0.727
Tegra Izay,Tegra Izay,La Salle,La Salle,2020-21,10,0.5,0.5,0.8,0.5,0.75,0.2,0.5,0,0,NA,NA,0,NA
Jae'lyn Withers,Jae'Lyn Withers,Louisville,Louisville,2020-21,142,0.598,0.5770000000000001,0.62,0.648,0.649,0.23199999999999998,0.39399999999999996,0.385,0.14800000000000002,0.381,0.875,0.373,0.679
JJ Traynor,JJ Traynor,Louisville,Louisville,2020-21,55.00000000000001,0.5670000000000001,0.536,0.527,0.586,0.765,0.29100000000000004,0.312,0.6,0.182,0.5,1,0.527,0.655
Quinn Slazinski,Quinn Slazinski,Louisville,Louisville,2020-21,90,0.552,0.494,0.278,0.68,0.294,0.2,0.611,0.364,0.522,0.23399999999999999,1,0.522,0.745
Samuell Williamson,Samuell Williamson,Louisville,Louisville,2020-21,146,0.533,0.51,0.24,0.657,0.609,0.514,0.507,0.368,0.247,0.25,1,0.233,0.706
David Johnson,David Johnson,Louisville,Louisville,2020-21,219,0.504,0.484,0.237,0.596,0.19399999999999998,0.384,0.321,0,0.379,0.386,0.562,0.183,0.7
Dre Davis,Dre Davis,Louisville,Louisville,2020-21,128,0.49699999999999994,0.445,0.414,0.528,0.429,0.21100000000000002,0.40700000000000003,0.364,0.375,0.25,1,0.375,0.75
Carlik Jones,Carlik Jones,Louisville,Louisville,2020-21,281,0.49100000000000005,0.434,0.335,0.585,0.036000000000000004,0.466,0.305,0.025,0.19899999999999998,0.321,0.722,0.327,0.815
Gabe Wiznitzer,Gabe Wiznitzer,Louisville,Louisville,2020-21,11,0.4010000000000001,0.364,0.818,0.444,0.75,0.182,0,NA,0,NA,NA,1,0.455
Malik Williams,Malik Williams,Louisville,Louisville,2020-21,20,0.34199999999999997,0.35,0.35,0.429,1,0.3,0.16699999999999998,0,0.35,0.28600000000000003,1,0.2,0.25
Josh Nickelberry,Josh Nickelberry,Louisville,Louisville,2020-21,36,0.33799999999999997,0.319,0,NA,NA,0.111,0.25,0,0.889,0.21899999999999997,1,0.055999999999999994,1
Charles Minlend,Charles Minlend,Louisville,Louisville,2020-21,10,0.3,0.3,0,NA,NA,0.4,0,NA,0.6,0.33299999999999996,1,0,NA
Mwani Wilkinson,Mwani Wilkinson,Louisiana State,Louisiana State,2020-21,51,0.7929999999999999,0.804,0.804,0.8290000000000001,0.618,0.098,0.8,0.5,0.098,0.4,1,0.392,0.7
Darius Days,Darius Days,Louisiana State,Louisiana State,2020-21,237,0.636,0.629,0.32899999999999996,0.769,0.467,0.122,0.379,0.545,0.5489999999999999,0.4,0.9420000000000001,0.156,0.703
Josh LeBlanc,Josh LeBlanc,Louisiana State,Louisiana State,2020-21,54,0.616,0.667,0.815,0.75,0.545,0.185,0.3,1,0,NA,NA,0.426,0.348
Javonte Smart,Javonte  Smart,Louisiana State,Louisiana State,2020-21,352,0.587,0.56,0.239,0.631,0.226,0.267,0.415,0.051,0.494,0.402,0.44299999999999995,0.179,0.857
Jalen Cook,Jalen Cook,Louisiana State,Louisiana State,2020-21,46,0.5730000000000001,0.5329999999999999,0.239,0.545,0.33299999999999996,0.413,0.42100000000000004,0.375,0.348,0.43799999999999994,0.857,0.37,0.765
Cameron Thomas,Cameron Thomas,Louisiana State,Louisiana State,2020-21,500,0.553,0.474,0.166,0.639,0.18899999999999997,0.41600000000000004,0.39399999999999996,0.207,0.418,0.325,0.779,0.44,0.882
Trendon Watford,Trendon Watford,Louisiana State,Louisiana State,2020-21,354,0.536,0.506,0.373,0.674,0.23600000000000002,0.466,0.382,0.159,0.161,0.316,0.667,0.429,0.6509999999999999
Aundre Hyatt,Aundre Hyatt,Louisiana State,Louisiana State,2020-21,85,0.529,0.506,0.4,0.588,0.3,0.188,0.5,0.25,0.41200000000000003,0.28600000000000003,0.9,0.235,0.7
Shareef O'Neal,Shareef O'Neal,Louisiana State,Louisiana State,2020-21,24,0.443,0.41700000000000004,0.41700000000000004,0.7,0.28600000000000003,0.125,0,NA,0.45799999999999996,0.182,1,0.667,0.5
Charles Manning,Charles Manning,Louisiana State,Louisiana State,2020-21,28.999999999999996,0.42400000000000004,0.414,0.586,0.529,0.33299999999999996,0.207,0.5,0.33299999999999996,0.207,0,NA,0.034,1
Eric Gaines,Eric Gaines,Louisiana State,Louisiana State,2020-21,81,0.358,0.253,0.444,0.306,0.273,0.198,0.125,0,0.358,0.172,0.6,0.5429999999999999,0.727
Greg Elliott,Greg Elliott,Marquette,Marquette,2020-21,112.00000000000001,0.651,0.616,0.223,0.6,0.267,0.188,0.429,0.556,0.589,0.455,1,0.321,0.833
Theo John,Theo John,Marquette,Marquette,2020-21,138,0.623,0.583,0.391,0.722,0.513,0.58,0.462,0.649,0.028999999999999998,0.75,1,0.529,0.74
Dawson Garcia,Dawson Garcia,Marquette,Marquette,2020-21,252,0.58,0.532,0.389,0.622,0.475,0.321,0.42,0.5589999999999999,0.29,0.35600000000000004,1,0.42100000000000004,0.7829999999999999
D.J. Carton,D.J.  Carton,Marquette,Marquette,2020-21,271,0.549,0.507,0.365,0.626,0.081,0.203,0.473,0.077,0.43200000000000005,0.282,0.455,0.373,0.743
Jamal Cain,Jamal Cain,Marquette,Marquette,2020-21,224.00000000000003,0.535,0.518,0.304,0.574,0.564,0.254,0.456,0.26899999999999996,0.442,0.34299999999999997,0.941,0.161,0.722
Koby McEwen,Koby McEwen,Marquette,Marquette,2020-21,229,0.518,0.47200000000000003,0.27899999999999997,0.531,0.059000000000000004,0.253,0.345,0.25,0.467,0.336,0.778,0.345,0.759
Justin Lewis,Justin Lewis,Marquette,Marquette,2020-21,151,0.464,0.44,0.43700000000000006,0.545,0.41700000000000004,0.35100000000000003,0.377,0.55,0.212,0.21899999999999997,1,0.344,0.5770000000000001
Jose Perez,Jose Perez,Marquette,Marquette,2020-21,31,0.434,0.40299999999999997,0.129,0.5,0.5,0.32299999999999995,0.3,0,0.5479999999999999,0.294,1,0.32299999999999995,0.6
Symir Torrence,Symir Torrence,Marquette,Marquette,2020-21,61,0.402,0.35200000000000004,0.295,0.667,0.33299999999999996,0.115,0.28600000000000003,0,0.59,0.139,0.8,0.344,0.667
Dexter Akanno,Dexter  Akanno,Marquette,Marquette,2020-21,11,0.29900000000000004,0.182,0.545,0.33299999999999996,1,0.091,0,NA,0.364,0,NA,0.455,0.8
Marcus Dockery,Marcus Dockery,Maryland,Maryland,2020-21,8,0.8190000000000001,0.938,0.25,1,0.5,0.125,1,1,0.625,0.6,0.667,0.625,0.4
Donta Scott,Donta Scott,Maryland,Maryland,2020-21,233,0.607,0.5920000000000001,0.27,0.6829999999999999,0.256,0.253,0.39,0.217,0.47600000000000003,0.43200000000000005,0.8959999999999999,0.322,0.667
Jairus Hamilton,Jairus Hamilton,Maryland,Maryland,2020-21,140,0.58,0.568,0.18600000000000003,0.6920000000000001,0.5,0.22899999999999998,0.281,0.667,0.586,0.42700000000000005,0.914,0.307,0.628
Eric Ayala,Eric Ayala,Maryland,Maryland,2020-21,309,0.584,0.532,0.317,0.6629999999999999,0.2,0.152,0.298,0.071,0.531,0.348,0.789,0.379,0.8290000000000001
Hakim Hart,Hakim Hart,Maryland,Maryland,2020-21,155,0.533,0.49700000000000005,0.4,0.597,0.568,0.077,0.33299999999999996,0.75,0.523,0.29600000000000004,0.875,0.27699999999999997,0.767
Galin Smith,Galin Smith,Maryland,Maryland,2020-21,81,0.5690000000000001,0.556,0.506,0.634,0.8079999999999999,0.494,0.475,0.526,0,NA,NA,0.40700000000000003,0.606
Aaron Wiggins,Aaron Wiggins,Maryland,Maryland,2020-21,368,0.552,0.526,0.28,0.65,0.34299999999999997,0.29100000000000004,0.38299999999999995,0.146,0.429,0.361,0.895,0.19,0.8
Darryl Morsell,Darryl Morsell,Maryland,Maryland,2020-21,218.00000000000003,0.541,0.528,0.376,0.768,0.524,0.376,0.37799999999999995,0.161,0.248,0.259,0.929,0.294,0.609
Chol Marial,Chol Marial,Maryland,Maryland,2020-21,24,0.44,0.396,0.375,0.556,0.4,0.292,0.429,0.667,0.33299999999999996,0.125,1,0.583,0.5710000000000001
Reese Mona,Reese Mona,Maryland,Maryland,2020-21,6,0.438,0.583,0.33299999999999996,1,0,0.16699999999999998,0,NA,0.5,0.33299999999999996,1,1.5,0.222
Aquan Smart,Aquan Smart,Maryland,Maryland,2020-21,28.000000000000004,0.379,0.304,0.46399999999999997,0.462,0,0.25,0.14300000000000002,0,0.28600000000000003,0.125,0,0.5710000000000001,0.625
Tre Mitchell,Tre Mitchell,Massachusetts,Massachusetts,2020-21,160,0.613,0.5660000000000001,0.456,0.644,0.5529999999999999,0.294,0.447,0.28600000000000003,0.25,0.375,0.867,0.512,0.768
Ronnie Degray,Ronnie DeGray III,Massachusetts,Massachusetts,2020-21,94,0.602,0.596,0.532,0.58,0.517,0.18100000000000002,0.706,0.667,0.287,0.37,0.9,0.33,0.613
Noah Fernandes,Noah Fernandes,Massachusetts,Massachusetts,2020-21,101,0.595,0.545,0.17800000000000002,0.556,0.1,0.218,0.409,0.33299999999999996,0.604,0.39299999999999996,0.625,0.41600000000000004,0.81
Cairo McCrory,Cairo McCrory,Massachusetts,Massachusetts,2020-21,39,0.583,0.59,0.6920000000000001,0.519,0.429,0.128,0.6,0.33299999999999996,0.179,0.5710000000000001,1,0.256,0.5
Javohn Garcia,Javohn Garcia,Massachusetts,Massachusetts,2020-21,120,0.544,0.496,0.442,0.491,0.385,0.225,0.519,0.14300000000000002,0.33299999999999996,0.325,0.462,0.408,0.755
Carl Pierre,Carl Pierre,Massachusetts,Massachusetts,2020-21,171,0.49899999999999994,0.47100000000000003,0.18100000000000002,0.516,0.25,0.17,0.31,0.556,0.649,0.33299999999999996,0.973,0.24,0.7070000000000001
Dyondre Dominguez,Dyondre Dominguez,Massachusetts,Massachusetts,2020-21,22,0.496,0.43200000000000005,0.273,0.833,0.8,0.136,0,NA,0.591,0.231,1,0.5,0.727
T.J. Weeks,T.J. Weeks,Massachusetts,Massachusetts,2020-21,138,0.481,0.45299999999999996,0.239,0.636,0.28600000000000003,0.21,0.24100000000000002,0.429,0.551,0.303,0.87,0.21,0.7240000000000001
Kolton Mitchell,Kolton Mitchell,Massachusetts,Massachusetts,2020-21,5,0.44600000000000006,0.4,0.8,0.5,0,0.2,0,NA,0,NA,NA,1.2,0.5
Mark Gasperini,Mark Gasperini,Massachusetts,Massachusetts,2020-21,34,0.4070000000000001,0.368,0.441,0.467,0.7140000000000001,0.382,0.308,0.25,0.17600000000000002,0.16699999999999998,1,0.17600000000000002,0.833
Dibaji Walker,Dibaji Walker,Massachusetts,Massachusetts,2020-21,33,0.33999999999999997,0.273,0.242,0.625,0.4,0.121,0.25,1,0.636,0.095,1,0.242,0.875
Deandre Williams,DeAndre Williams,Memphis,Memphis,2020-21,177,0.5720000000000001,0.54,0.52,0.565,0.5,0.294,0.40399999999999997,0.524,0.18600000000000003,0.455,0.733,0.441,0.6920000000000001
Lester Quinones,Lester Quinones,Memphis,Memphis,2020-21,195,0.56,0.5379999999999999,0.33299999999999996,0.523,0.41200000000000003,0.128,0.32,0.25,0.5379999999999999,0.4,0.929,0.32299999999999995,0.667
Landers Nolley,Landers Nolley II,Memphis,Memphis,2020-21,289,0.547,0.519,0.135,0.5379999999999999,0.28600000000000003,0.311,0.4,0.47200000000000003,0.5539999999999999,0.38799999999999996,0.935,0.19399999999999998,0.804
Alex Lomax,Alex Lomax,Memphis,Memphis,2020-21,77,0.549,0.494,0.312,0.583,0.35700000000000004,0.48100000000000004,0.405,0.067,0.20800000000000002,0.375,0.667,0.584,0.711
Boogie Ellis,Boogie Ellis,Memphis,Memphis,2020-21,233,0.538,0.517,0.21899999999999997,0.51,0.423,0.22699999999999998,0.34,0.111,0.5539999999999999,0.395,0.765,0.27899999999999997,0.662
Malcolm Dandridge,Malcolm Dandridge,Memphis,Memphis,2020-21,80,0.52,0.5379999999999999,0.85,0.603,0.732,0.15,0.16699999999999998,0.5,0,NA,NA,0.275,0.364
Moussa Cisse,Moussa Cisse,Memphis,Memphis,2020-21,137,0.498,0.54,0.7959999999999999,0.606,0.727,0.19699999999999998,0.29600000000000004,0.375,0.006999999999999999,0,NA,0.518,0.31
D.J. Jeffries,D.J. Jeffries,Memphis,Memphis,2020-21,227.99999999999997,0.514,0.507,0.41200000000000003,0.606,0.596,0.289,0.318,0.33299999999999996,0.298,0.368,0.8,0.303,0.536
Damion Baugh,Damion Baugh,Memphis,Memphis,2020-21,79,0.463,0.43700000000000006,0.48100000000000004,0.5,0.263,0.29100000000000004,0.348,0.5,0.228,0.278,1,0.253,0.65
Lance Thomas,Lance Thomas,Memphis,Memphis,2020-21,20,0.525,0.45,0.5,0.7,0.857,0.1,1,0,0.4,0,NA,0.3,1
Jayden Hardaway,Jayden Hardaway,Memphis,Memphis,2020-21,68,0.42900000000000005,0.39,0.265,0.556,0.3,0.27899999999999997,0.474,0.222,0.456,0.161,0.8,0.382,0.615
Matt Cross,Matt Cross,Miami (FL),Miami (FL),2020-21,78,0.593,0.5770000000000001,0.295,0.609,0.5,0.064,0.2,1,0.6409999999999999,0.4,1,0.10300000000000001,0.875
Chris Lykes,Chris Lykes,Miami (FL),Miami (FL),2020-21,22,0.5690000000000001,0.47700000000000004,0.22699999999999998,0.4,0.5,0.273,0.16699999999999998,0,0.5,0.455,0.8,0.5,0.909
Isaiah Wong,Isaiah Wong,Miami (FL),Miami (FL),2020-21,360,0.55,0.5,0.297,0.579,0.226,0.303,0.39399999999999996,0.07,0.4,0.34700000000000003,0.6,0.353,0.8029999999999999
Nysier Brooks,Nysier Brooks,Miami (FL),Miami (FL),2020-21,145,0.549,0.517,0.5379999999999999,0.667,0.596,0.428,0.371,0.609,0.034,0,NA,0.5379999999999999,0.6409999999999999
Kameron McGusty,Kameron McGusty,Miami (FL),Miami (FL),2020-21,220.00000000000003,0.539,0.5,0.282,0.645,0.325,0.377,0.41,0.08800000000000001,0.341,0.32,0.75,0.255,0.821
Earl Timberlake,Earl Timberlake,Miami (FL),Miami (FL),2020-21,49,0.526,0.469,0.633,0.581,0.33299999999999996,0.22399999999999998,0.182,0,0.14300000000000002,0.28600000000000003,1,0.551,0.7040000000000001
Elijah Olaniyi,Elijah Olaniyi,Miami (FL),Miami (FL),2020-21,190,0.509,0.47600000000000003,0.505,0.573,0.436,0.07400000000000001,0.28600000000000003,0.25,0.42100000000000004,0.262,0.81,0.289,0.7090000000000001
Anthony Walker,Anthony Walker,Miami (FL),Miami (FL),2020-21,214,0.501,0.46,0.313,0.657,0.591,0.38799999999999996,0.386,0.344,0.299,0.23399999999999999,0.9329999999999999,0.341,0.7120000000000001
Deng Gak,Deng Gak,Miami (FL),Miami (FL),2020-21,54,0.4710000000000001,0.47200000000000003,0.648,0.6,0.905,0.278,0.2,1,0.07400000000000001,0.25,1,0.13,0.429
Harlond Beverly,Harlond Beverly,Miami (FL),Miami (FL),2020-21,154,0.363,0.354,0.35700000000000004,0.491,0.222,0.33799999999999997,0.327,0.059000000000000004,0.305,0.149,1,0.305,0.40399999999999997
Willie Herenton,Willie Herenton,Miami (FL),Miami (FL),2020-21,35,0.261,0.271,0.28600000000000003,0.2,0,0.114,0,NA,0.6,0.23800000000000002,0.8,0.2,0.14300000000000002
Austin Davis,Austin Davis,Michigan,Michigan,2020-21,78,0.688,0.705,0.667,0.769,0.625,0.33299999999999996,0.5770000000000001,0.4,0,NA,NA,0.34600000000000003,0.556
Hunter Dickinson,Hunter Dickinson,Michigan,Michigan,2020-21,261,0.628,0.598,0.594,0.742,0.6779999999999999,0.391,0.402,0.561,0.015,0,NA,0.425,0.7390000000000001
Brandon Johns Jr,Johns Brandon,Michigan,Michigan,2020-21,91,0.617,0.5660000000000001,0.495,0.667,0.667,0.297,0.40700000000000003,0.727,0.209,0.368,0.7140000000000001,0.484,0.795
Chaundee Brown,Chaundee Brown,Michigan,Michigan,2020-21,170,0.612,0.603,0.20600000000000002,0.7709999999999999,0.48100000000000004,0.247,0.405,0.647,0.547,0.419,0.9490000000000001,0.171,0.69
Isaiah Livers,Isaiah Livers,Michigan,Michigan,2020-21,223,0.605,0.57,0.20199999999999999,0.6,0.556,0.278,0.40299999999999997,0.04,0.52,0.431,0.88,0.242,0.87
Franz Wagner,Franz Wagner,Michigan,Michigan,2020-21,260,0.587,0.544,0.342,0.708,0.397,0.265,0.377,0.077,0.392,0.34299999999999997,0.743,0.304,0.835
Eli Brooks,Eli Brooks,Michigan,Michigan,2020-21,209,0.557,0.517,0.263,0.6729999999999999,0.514,0.278,0.24100000000000002,0.28600000000000003,0.45899999999999996,0.396,0.9470000000000001,0.21100000000000002,0.909
Mike Smith,Mike Smith,Michigan,Michigan,2020-21,211,0.53,0.491,0.22699999999999998,0.542,0.038,0.39799999999999996,0.33299999999999996,0.107,0.374,0.418,0.606,0.275,0.7929999999999999
Terrance Williams,Terrance Williams II,Michigan,Michigan,2020-21,39,0.41200000000000003,0.37200000000000005,0.282,0.545,0.33299999999999996,0.359,0.5,0.14300000000000002,0.359,0.071,1,0.513,0.55
Zeb Jackson,Zeb Jackson,Michigan,Michigan,2020-21,26,0.273,0.231,0.077,0,NA,0.423,0.273,0,0.5,0.154,0.5,0.26899999999999996,0.5710000000000001
Thomas Kithier,Thomas Kithier,Michigan State,Michigan State,2020-21,40,0.6709999999999999,0.65,0.9,0.722,0.846,0.1,0,NA,0,NA,NA,0.325,0.769
Gabe Brown,Gabe Brown,Michigan State,Michigan State,2020-21,138,0.613,0.594,0.23199999999999998,0.625,0.75,0.18100000000000002,0.44,0.818,0.5870000000000001,0.42,0.912,0.12300000000000001,0.882
Julius Marble,Julius Marble,Michigan State,Michigan State,2020-21,71,0.612,0.585,0.5489999999999999,0.6409999999999999,0.56,0.43700000000000006,0.484,0.867,0.013999999999999999,1,1,0.535,0.684
Joey Hauser,Joey Hauser,Michigan State,Michigan State,2020-21,198,0.588,0.561,0.177,0.6859999999999999,0.542,0.318,0.5710000000000001,0.47200000000000003,0.505,0.34,0.971,0.34299999999999997,0.721
Malik Hall,Malik Hall,Michigan State,Michigan State,2020-21,92,0.5790000000000001,0.5329999999999999,0.5,0.5870000000000001,0.556,0.261,0.41700000000000004,0.7,0.239,0.364,1,0.6409999999999999,0.695
Marcus Bingham,Bingham Marcus,Michigan State,Michigan State,2020-21,68,0.5630000000000001,0.5,0.574,0.6409999999999999,0.64,0.382,0.34600000000000003,0.667,0.044000000000000004,0,NA,0.618,0.738
Mady Sissoko,Mady Sissoko,Michigan State,Michigan State,2020-21,17,0.549,0.588,0.41200000000000003,0.7140000000000001,1,0.588,0.5,0.6,0,NA,NA,0.941,0.43799999999999994
Aaron Henry,Aaron Henry,Michigan State,Michigan State,2020-21,363,0.521,0.48200000000000004,0.295,0.561,0.4,0.48200000000000004,0.451,0.418,0.223,0.29600000000000004,0.917,0.289,0.762
Foster Loyer,Foster Loyer,Michigan State,Michigan State,2020-21,68,0.49499999999999994,0.419,0.08800000000000001,0.16699999999999998,1,0.147,0.2,0.5,0.765,0.327,0.8240000000000001,0.368,0.88
Joshua Langford,Joshua Langford,Michigan State,Michigan State,2020-21,247.00000000000003,0.48200000000000004,0.447,0.162,0.475,0.368,0.425,0.371,0.7440000000000001,0.413,0.34299999999999997,1,0.231,0.754
Rocket Watts,Rocket Watts,Michigan State,Michigan State,2020-21,241,0.41200000000000003,0.382,0.187,0.311,0.35700000000000004,0.452,0.413,0.222,0.361,0.253,0.682,0.162,0.769
A.J. Hoggard,A.J. Hoggard,Michigan State,Michigan State,2020-21,75,0.368,0.327,0.507,0.42100000000000004,0.312,0.253,0.21100000000000002,0.25,0.24,0.16699999999999998,1,0.33299999999999996,0.6
Jarvis Omersa,Jarvis Omersa,Minnesota,Minnesota,2020-21,7.000000000000001,0.609,0.5710000000000001,1,0.5710000000000001,0.75,0,NA,NA,0,NA,NA,0.857,0.667
Brandon Johnson,Brandon Johnson,Minnesota,Minnesota,2020-21,178,0.552,0.5,0.41600000000000004,0.6759999999999999,0.54,0.275,0.36700000000000005,0.667,0.309,0.255,1,0.551,0.7140000000000001
Sam Freeman,Sam Freeman,Minnesota,Minnesota,2020-21,14.000000000000002,0.534,0.5,0.643,0.667,0.5,0.35700000000000004,0.2,1,0,NA,NA,0.5710000000000001,0.625
Liam Robbins,Liam Robbins,Minnesota,Minnesota,2020-21,202,0.533,0.483,0.426,0.57,0.7140000000000001,0.317,0.359,0.652,0.257,0.327,0.882,0.535,0.6940000000000001
Marcus Carr,Marcus Carr,Minnesota,Minnesota,2020-21,451.99999999999994,0.517,0.451,0.257,0.5429999999999999,0.111,0.325,0.34700000000000003,0.13699999999999998,0.418,0.317,0.5,0.429,0.799
Both Gach,Both Gach,Minnesota,Minnesota,2020-21,167,0.514,0.46399999999999997,0.251,0.7140000000000001,0.633,0.293,0.327,0.43799999999999994,0.455,0.276,0.9520000000000001,0.311,0.8079999999999999
Eric Curry,Eric Curry,Minnesota,Minnesota,2020-21,95,0.48700000000000004,0.46299999999999997,0.305,0.621,0.611,0.474,0.444,0.85,0.221,0.19,1,0.305,0.621
Tre' Williams,Tre' Williams,Minnesota,Minnesota,2020-21,151,0.4690000000000001,0.483,0.285,0.605,0.308,0.23199999999999998,0.314,0.364,0.483,0.32899999999999996,0.833,0.212,0.312
Gabe Kalscheur,Gabe Kalscheur,Minnesota,Minnesota,2020-21,187,0.453,0.38799999999999996,0.17600000000000002,0.515,0.41200000000000003,0.235,0.341,0.5329999999999999,0.588,0.245,0.9259999999999999,0.305,0.86
Jamal Mashburn,Jamal Mashburn,Minnesota,Minnesota,2020-21,243.00000000000003,0.441,0.39899999999999997,0.198,0.562,0.185,0.444,0.315,0.324,0.358,0.276,0.875,0.222,0.7959999999999999
Isaiah Ihnen,Isaiah Ihnen,Minnesota,Minnesota,2020-21,85,0.436,0.39399999999999996,0.165,0.643,0.667,0.141,0.41700000000000004,1,0.6940000000000001,0.22,0.9229999999999999,0.22399999999999998,0.789
Romello White,Romello White,Mississippi,Mississippi,2020-21,188,0.6699999999999999,0.649,0.5589999999999999,0.762,0.45,0.42,0.532,0.667,0.021,0,NA,0.569,0.71
Sammy Hunter,Sammy Hunter,Mississippi,Mississippi,2020-21,42,0.5650000000000001,0.5479999999999999,0.28600000000000003,0.667,0.25,0.28600000000000003,0.5,0.833,0.429,0.33299999999999996,1,0.381,0.625
KJ Buffen,KJ Buffen,Mississippi,Mississippi,2020-21,159,0.557,0.519,0.44,0.7140000000000001,0.38,0.447,0.31,0.5,0.113,0.389,1,0.49700000000000005,0.684
Robert Allen,Robert Allen,Mississippi,Mississippi,2020-21,69,0.542,0.478,0.46399999999999997,0.6559999999999999,0.28600000000000003,0.36200000000000004,0.36,0.556,0.174,0.16699999999999998,1,0.7390000000000001,0.6859999999999999
Luis Rodriguez,Luis Rodriguez,Mississippi,Mississippi,2020-21,174,0.531,0.514,0.483,0.643,0.278,0.155,0.14800000000000002,0.75,0.36200000000000004,0.33299999999999996,1,0.322,0.607
Devontae Shuler,Devontae Shuler,Mississippi,Mississippi,2020-21,367,0.51,0.48100000000000004,0.264,0.46399999999999997,0.267,0.311,0.456,0.231,0.425,0.34,0.736,0.21,0.7659999999999999
Jarkell Joiner,Jarkel Joiner,Mississippi,Mississippi,2020-21,295,0.49100000000000005,0.429,0.149,0.636,0.28600000000000003,0.5529999999999999,0.39299999999999996,0.297,0.298,0.261,0.652,0.32899999999999996,0.845
Khadim Sy,Khadim Sy,Mississippi,Mississippi,2020-21,44,0.47800000000000004,0.466,0.273,0.667,0.625,0.341,0.33299999999999996,0.8,0.386,0.294,1,0.045,1
Austin Crowley,Austin Crowley,Mississippi,Mississippi,2020-21,71,0.434,0.415,0.239,0.706,0.16699999999999998,0.33799999999999997,0.292,0.14300000000000002,0.423,0.233,0.857,0.113,0.75
Matthew Murrell,Matthew Murrell,Mississippi,Mississippi,2020-21,130,0.413,0.396,0.192,0.44,0.727,0.331,0.27899999999999997,0.25,0.47700000000000004,0.306,0.9470000000000001,0.20800000000000002,0.556
Dimencio Vaughn,Dimencio Vaughn,Mississippi,Mississippi,2020-21,28.000000000000004,0.395,0.39299999999999996,0.35700000000000004,0.6,0.33299999999999996,0.214,0.33299999999999996,0,0.429,0.16699999999999998,1,0.46399999999999997,0.385
